organisasjonsnummer,navn
812168762,4HOME AS
812197142,4X4 MEDICINE AS
812672452,4KLØVER EIENDOM AS
813986752,41 NORGE
815229282,4UTATTOO BY GRZEGORZ PRYKA
817461832,4EVERHOME ADOPSJON OG OMPLASSERING
817819672,4444 INVEST AS
817884482,4790 MUAY THAI
818369662,4STREETS SRL
820680162,4-BEINT SAMARBEID VIKSE
821378982,4HJERTER AS
822062482,4SERVICE CATERING AS
822264042,47BYGG AS
822818862,4C NORGE
824787182,4CARS PLAVENIEKS
825118462,4FOODIES AS
825446052,4 ÅRSTIDER AS
827103462,4TAU HOLDING AS
827186112,4C STRATEGIES NORWAY AS
827816612,4E HOLDING AS
828945882,4 GOBLETS AS
829672162,4ZURE AS
829972352,4EVER INVEST AS
831132302,44STUDIO.NO JAKOBCZYK
832463752,4 INVEST AS
832557862,4ME DIGITAL ALDAHOUDI
875459562,4H-NEMDA I HÅ
893159452,4BROTHERS INVEST AS
894297972,4 STORE AS
897392232,4SERVICE GRUPPEN AS
897757222,4HUMAN HRM AS
898541142,440HZ VIDAR OSMUNDSEN
898563472,4-HJUL TRAFIKKSKOLE HAAKON SYVERTSEN
898805182,4 YOU REGNSKAP AS
911873974,4 1/2 ENTERTAINMENT AS
912110966,4P EIENDOM AS
912363902,4THUNES AS
912758737,4 YOU FRISØR SHAMAL SHERIFF
912801349,4CONSULT AS
912875369,4 STRAY DOGS
912894193,4 POTER AS
913145011,4EVERB
913286286,4. ST. GILDE I HORTEN
913376064,4640 SØGNE SA
913454081,4DENTAL TOM ERIK SMEDAL
913480937,4 SEASONS MEDIA AS
913550749,4CASTGROUP AS
913688104,4H KOLBERG
913887565,4L UTVIKLING AS
914156963,4CASTMEDIA AS
914620406,4 1/2 FICTION AS
914741181,4X4 RAUMA
914759773,4BYTES AS
914834481,"4080 - DEAD DOG MANAGEMENT, CONSULTING & CLOTHING HATEM BEN MANSOUR"
914894395,4. RAUMA INNFJORDEN SPEIDERGRUPPE
915390587,42 ADVISORY AS
915428452,4BIT GAMES AS
915456375,4 D DESIGN AS
915637450,4POTER CATHRINE UDE
915676081,4CNODE GEOPHYSICAL AS
915808395,4M NORGE
915890679,4YOU AS
916142765,4C SOLUTIONS AS
916223757,4 - YOU - DUTNJE AS
916271344,4SERVICE HOLDING AS
916467141,4FRONT AS
916594038,4 BYGG AS
916690142,4DEKK AS
916776306,4SERVICE OFFSHORE HOTELS AS
917034869,4700 INVEST AS
